♦Q,♦7,♦A,♠7,♠2 | Pair
♦A,♣6,♦2,♥3,♦3 | Pair
♦A,♣6,♥4,♥3,♦3 | Pair
♦A,♣6,♥3,♦3,♣5 | Pair
♦A,♠J,♦K,♥A,♦2 | Pair
♦A,♠J,♦K,♥A,♥4 | Pair
♦A,♠J,♦K,♥A,♥3 | Pair
♦A,♠J,♦K,♥A,♦3 | Pair
♦A,♠J,♦K,♥A,♣5 | Pair
♦A,♠J,♦K,♥3,♦3 | Pair
♦A,♠J,♥A,♦2,♥4 | Pair
♦A,♠J,♥A,♦2,♥3 | Pair
♦A,♠J,♥A,♦2,♦3 | Pair
♦A,♠J,♥A,♦2,♣5 | Pair
♦A,♠J,♥A,♥4,♥3 | Pair
♦A,♠J,♥A,♥4,♦3 | Pair
♦A,♠J,♥A,♥4,♣5 | Pair
♦A,♠J,♥A,♥3,♦3 | Two Pairs
♦A,♠J,♥A,♥3,♣5 | Pair
♦A,♠J,♥A,♦3,♣5 | Pair
♦A,♠J,♦2,♥3,♦3 | Pair
♦A,♠J,♥4,♥3,♦3 | Pair
♦A,♠J,♥3,♦3,♣5 | Pair
♦A,♦K,♥A,♦2,♥4 | Pair
♦A,♦K,♥A,♦2,♥3 | Pair
♦A,♦K,♥A,♦2,♦3 | Pair
♦A,♦K,♥A,♦2,♣5 | Pair
♦A,♦K,♥A,♥4,♥3 | Pair
♦A,♦K,♥A,♥4,♦3 | Pair
♦A,♦K,♥A,♥4,♣5 | Pair
♦A,♦K,♥A,♥3,♦3 | Two Pairs
♦A,♦K,♥A,♥3,♣5 | Pair
♦A,♦K,♥A,♦3,♣5 | Pair
♦A,♦K,♦2,♥3,♦3 | Pair
♦A,♦K,♥4,♥3,♦3 | Pair
♦A,♦K,♥3,♦3,♣5 | Pair
♦A,♥A,♦2,♥4,♥3 | Pair
♦A,♥A,♦2,♥4,♦3 | Pair
♦A,♥A,♦2,♥4,♣5 | Pair
♦A,♥A,♦2,♥3,♦3 | Two Pairs
♦A,♥A,♦2,♥3,♣5 | Pair
♦A,♥A,♦2,♦3,♣5 | Pair
♦A,♥A,♥4,♥3,♦3 | Two Pairs
♦A,♥A,♥4,♥3,♣5 | Pair
♦A,♥A,♥4,♦3,♣5 | Pair
♦A,♥A,♥3,♦3,♣5 | Two Pairs
♦A,♦2,♥4,♥3,♦3 | Pair
♦A,♦2,♥4,♥3,♣5 | Straight
♦A,♦2,♥4,♦3,♣5 | Straight
♦A,♦2,♥3,♦3,♣5 | Pair
♦A,♥4,♥3,♦3,♣5 | Pair
♠7,♠2,♣A,♣6,♥A | Pair
♠7,♠2,♣A,♣6,♦2 | Pair
♠7,♠2,♣A,♠J,♥A | Pair
♠7,♠2,♣A,♠J,♦2 | Pair
♠7,♠2,♣A,♦K,♥A | Pair
♠7,♠2,♣A,♦K,♦2 | Pair
♠7,♠2,♣A,♥A,♦2 | Two Pairs
♠7,♠2,♣A,♥A,♥4 | Pair
♠7,♠2,♣A,♥A,♥3 | Pair
♠7,♠2,♣A,♥A,♦3 | Pair
♠7,♠2,♣A,♥A,♣5 | Pair
♠7,♠2,♣A,♦2,♥4 | Pair
♠7,♠2,♣A,♦2,♥3 | Pair
♠7,♠2,♣A,♦2,♦3 | Pair
♠7,♠2,♣A,♦2,♣5 | Pair
♠7,♠2,♣A,♥3,♦3 | Pair
♠7,♠2,♣6,♠J,♦2 | Pair
♠7,♠2,♣6,♦K,♦2 | Pair
♠7,♠2,♣6,♥A,♦2 | Pair
♠7,♠2,♣6,♦2,♥4 | Pair
♠7,♠2,♣6,♦2,♥3 | Pair
♠7,♠2,♣6,♦2,♦3 | Pair
♠7,♠2,♣6,♦2,♣5 | Pair
♠7,♠2,♣6,♥3,♦3 | Pair
♠7,♠2,♠J,♦K,♦2 | Pair
♠7,♠2,♠J,♥A,♦2 | Pair
♠7,♠2,♠J,♦2,♥4 | Pair
♠7,♠2,♠J,♦2,♥3 | Pair
♠7,♠2,♠J,♦2,♦3 | Pair
♠7,♠2,♠J,♦2,♣5 | Pair
♠7,♠2,♠J,♥3,♦3 | Pair
♠7,♠2,♦K,♥A,♦2 | Pair
♠7,♠2,♦K,♦2,♥4 | Pair
♠7,♠2,♦K,♦2,♥3 | Pair
♠7,♠2,♦K,♦2,♦3 | Pair
♠7,♠2,♦K,♦2,♣5 | Pair
♠7,♠2,♦K,♥3,♦3 | Pair
♠7,♠2,♥A,♦2,♥4 | Pair
♠7,♠2,♥A,♦2,♥3 | Pair
♠7,♠2,♥A,♦2,♦3 | Pair
♠7,♠2,♥A,♦2,♣5 | Pair
♠7,♠2,♥A,♥3,♦3 | Pair
♠7,♠2,♦2,♥4,♥3 | Pair
♠7,♠2,♦2,♥4,♦3 | Pair
♠7,♠2,♦2,♥4,♣5 | Pair
♠7,♠2,♦2,♥3,♦3 | Two Pairs
♠7,♠2,♦2,♥3,♣5 | Pair
♠7,♠2,♦2,♦3,♣5 | Pair
♠7,♠2,♥4,♥3,♦3 | Pair
♠7,♠2,♥3,♦3,♣5 | Pair
♠7,♣A,♣6,♠J,♥A | Pair
♠7,♣A,♣6,♦K,♥A | Pair
♠7,♣A,♣6,♥A,♦2 | Pair
♠7,♣A,♣6,♥A,♥4 | Pair
♠7,♣A,♣6,♥A,♥3 | Pair
♠7,♣A,♣6,♥A,♦3 | Pair
♠7,♣A,♣6,♥A,♣5 | Pair
♠7,♣A,♣6,♥3,♦3 | Pair
♠7,♣A,♠J,♦K,♥A | Pair
♠7,♣A,♠J,♥A,♦2 | Pair
♠7,♣A,♠J,♥A,♥4 | Pair
♠7,♣A,♠J,♥A,♥3 | Pair
♠7,♣A,♠J,♥A,♦3 | Pair
♠7,♣A,♠J,♥A,♣5 | Pair
♠7,♣A,♠J,♥3,♦3 | Pair
♠7,♣A,♦K,♥A,♦2 | Pair
♠7,♣A,♦K,♥A,♥4 | Pair
♠7,♣A,♦K,♥A,♥3 | Pair
♠7,♣A,♦K,♥A,♦3 | Pair
♠7,♣A,♦K,♥A,♣5 | Pair
♠7,♣A,♦K,♥3,♦3 | Pair
♠7,♣A,♥A,♦2,♥4 | Pair
♠7,♣A,♥A,♦2,♥3 | Pair
♠7,♣A,♥A,♦2,♦3 | Pair
♠7,♣A,♥A,♦2,♣5 | Pair
♠7,♣A,♥A,♥4,♥3 | Pair
♠7,♣A,♥A,♥4,♦3 | Pair
♠7,♣A,♥A,♥4,♣5 | Pair
♠7,♣A,♥A,♥3,♦3 | Two Pairs
♠7,♣A,♥A,♥3,♣5 | Pair
♠7,♣A,♥A,♦3,♣5 | Pair
♠7,♣A,♦2,♥3,♦3 | Pair
♠7,♣A,♥4,♥3,♦3 | Pair
♠7,♣A,♥3,♦3,♣5 | Pair
♠7,♣6,♠J,♥3,♦3 | Pair
♠7,♣6,♦K,♥3,♦3 | Pair
♠7,♣6,♥A,♥3,♦3 | Pair
♠7,♣6,♦2,♥3,♦3 | Pair
♠7,♣6,♥4,♥3,♦3 | Pair
♠7,♣6,♥4,♥3,♣5 | Straight
♠7,♣6,♥4,♦3,♣5 | Straight
♠7,♣6,♥3,♦3,♣5 | Pair
♠7,♠J,♦K,♥3,♦3 | Pair
♠7,♠J,♥A,♥3,♦3 | Pair
♠7,♠J,♦2,♥3,♦3 | Pair
♠7,♠J,♥4,♥3,♦3 | Pair
♠7,♠J,♥3,♦3,♣5 | Pair
♠7,♦K,♥A,♥3,♦3 | Pair
♠7,♦K,♦2,♥3,♦3 | Pair
♠7,♦K,♥4,♥3,♦3 | Pair
♠7,♦K,♥3,♦3,♣5 | Pair
♠7,♥A,♦2,♥3,♦3 | Pair
♠7,♥A,♥4,♥3,♦3 | Pair
♠7,♥A,♥3,♦3,♣5 | Pair
♠7,♦2,♥4,♥3,♦3 | Pair
♠7,♦2,♥3,♦3,♣5 | Pair
♠7,♥4,♥3,♦3,♣5 | Pair
♠2,♣A,♣6,♠J,♥A | Pair
♠2,♣A,♣6,♠J,♦2 | Pair
♠2,♣A,♣6,♦K,♥A | Pair
♠2,♣A,♣6,♦K,♦2 | Pair
♠2,♣A,♣6,♥A,♦2 | Two Pairs
♠2,♣A,♣6,♥A,♥4 | Pair
♠2,♣A,♣6,♥A,♥3 | Pair
♠2,♣A,♣6,♥A,♦3 | Pair
♠2,♣A,♣6,♥A,♣5 | Pair
♠2,♣A,♣6,♦2,♥4 | Pair
♠2,♣A,♣6,♦2,♥3 | Pair
♠2,♣A,♣6,♦2,♦3 | Pair
♠2,♣A,♣6,♦2,♣5 | Pair
♠2,♣A,♣6,♥3,♦3 | Pair
♠2,♣A,♠J,♦K,♥A | Pair
♠2,♣A,♠J,♦K,♦2 | Pair
♠2,♣A,♠J,♥A,♦2 | Two Pairs
♠2,♣A,♠J,♥A,♥4 | Pair
♠2,♣A,♠J,♥A,♥3 | Pair
♠2,♣A,♠J,♥A,♦3 | Pair
♠2,♣A,♠J,♥A,♣5 | Pair
♠2,♣A,♠J,♦2,♥4 | Pair
♠2,♣A,♠J,♦2,♥3 | Pair
♠2,♣A,♠J,♦2,♦3 | Pair
♠2,♣A,♠J,♦2,♣5 | Pair
♠2,♣A,♠J,♥3,♦3 | Pair
♠2,♣A,♦K,♥A,♦2 | Two Pairs
♠2,♣A,♦K,♥A,♥4 | Pair
♠2,♣A,♦K,♥A,♥3 | Pair
♠2,♣A,♦K,♥A,♦3 | Pair
♠2,♣A,♦K,♥A,♣5 | Pair
♠2,♣A,♦K,♦2,♥4 | Pair
♠2,♣A,♦K,♦2,♥3 | Pair
♠2,♣A,♦K,♦2,♦3 | Pair
♠2,♣A,♦K,♦2,♣5 | Pair
♠2,♣A,♦K,♥3,♦3 | Pair
♠2,♣A,♥A,♦2,♥4 | Two Pairs
♠2,♣A,♥A,♦2,♥3 | Two Pairs
♠2,♣A,♥A,♦2,♦3 | Two Pairs
♠2,♣A,♥A,♦2,♣5 | Two Pairs
♠2,♣A,♥A,♥4,♥3 | Pair
♠2,♣A,♥A,♥4,♦3 | Pair
♠2,♣A,♥A,♥4,♣5 | Pair
♠2,♣A,♥A,♥3,♦3 | Two Pairs
♠2,♣A,♥A,♥3,♣5 | Pair
♠2,♣A,♥A,♦3,♣5 | Pair
♠2,♣A,♦2,♥4,♥3 | Pair
♠2,♣A,♦2,♥4,♦3 | Pair
♠2,♣A,♦2,♥4,♣5 | Pair
♠2,♣A,♦2,♥3,♦3 | Two Pairs
♠2,♣A,♦2,♥3,♣5 | Pair
♠2,♣A,♦2,♦3,♣5 | Pair
♠2,♣A,♥4,♥3,♦3 | Pair
♠2,♣A,♥4,♥3,♣5 | Straight
♠2,♣A,♥4,♦3,♣5 | Straight
♠2,♣A,♥3,♦3,♣5 | Pair
♠2,♣6,♠J,♦K,♦2 | Pair
♠2,♣6,♠J,♥A,♦2 | Pair
♠2,♣6,♠J,♦2,♥4 | Pair
♠2,♣6,♠J,♦2,♥3 | Pair
♠2,♣6,♠J,♦2,♦3 | Pair
♠2,♣6,♠J,♦2,♣5 | Pair
♠2,♣6,♠J,♥3,♦3 | Pair
♠2,♣6,♦K,♥A,♦2 | Pair
♠2,♣6,♦K,♦2,♥4 | Pair
♠2,♣6,♦K,♦2,♥3 | Pair
♠2,♣6,♦K,♦2,♦3 | Pair
♠2,♣6,♦K,♦2,♣5 | Pair
♠2,♣6,♦K,♥3,♦3 | Pair
♠2,♣6,♥A,♦2,♥4 | Pair
♠2,♣6,♥A,♦2,♥3 | Pair
♠2,♣6,♥A,♦2,♦3 | Pair
♠2,♣6,♥A,♦2,♣5 | Pair
♠2,♣6,♥A,♥3,♦3 | Pair
♠2,♣6,♦2,♥4,♥3 | Pair
♠2,♣6,♦2,♥4,♦3 | Pair
♠2,♣6,♦2,♥4,♣5 | Pair
♠2,♣6,♦2,♥3,♦3 | Two Pairs
♠2,♣6,♦2,♥3,♣5 | Pair
♠2,♣6,♦2,♦3,♣5 | Pair
♠2,♣6,♥4,♥3,♦3 | Pair
♠2,♣6,♥4,♥3,♣5 | Straight
♠2,♣6,♥4,♦3,♣5 | Straight
♠2,♣6,♥3,♦3,♣5 | Pair
♠2,♠J,♦K,♥A,♦2 | Pair
♠2,♠J,♦K,♦2,♥4 | Pair
♠2,♠J,♦K,♦2,♥3 | Pair
♠2,♠J,♦K,♦2,♦3 | Pair
♠2,♠J,♦K,♦2,♣5 | Pair
♠2,♠J,♦K,♥3,♦3 | Pair
♠2,♠J,♥A,♦2,♥4 | Pair
♠2,♠J,♥A,♦2,♥3 | Pair
♠2,♠J,♥A,♦2,♦3 | Pair
♠2,♠J,♥A,♦2,♣5 | Pair
♠2,♠J,♥A,♥3,♦3 | Pair
♠2,♠J,♦2,♥4,♥3 | Pair
♠2,♠J,♦2,♥4,♦3 | Pair
♠2,♠J,♦2,♥4,♣5 | Pair
♠2,♠J,♦2,♥3,♦3 | Two Pairs
♠2,♠J,♦2,♥3,♣5 | Pair
♠2,♠J,♦2,♦3,♣5 | Pair
♠2,♠J,♥4,♥3,♦3 | Pair
♠2,♠J,♥3,♦3,♣5 | Pair
♠2,♦K,♥A,♦2,♥4 | Pair
♠2,♦K,♥A,♦2,♥3 | Pair
♠2,♦K,♥A,♦2,♦3 | Pair
♠2,♦K,♥A,♦2,♣5 | Pair
♠2,♦K,♥A,♥3,♦3 | Pair
♠2,♦K,♦2,♥4,♥3 | Pair
♠2,♦K,♦2,♥4,♦3 | Pair
♠2,♦K,♦2,♥4,♣5 | Pair
♠2,♦K,♦2,♥3,♦3 | Two Pairs
♠2,♦K,♦2,♥3,♣5 | Pair
♠2,♦K,♦2,♦3,♣5 | Pair
♠2,♦K,♥4,♥3,♦3 | Pair
♠2,♦K,♥3,♦3,♣5 | Pair
♠2,♥A,♦2,♥4,♥3 | Pair
♠2,♥A,♦2,♥4,♦3 | Pair
♠2,♥A,♦2,♥4,♣5 | Pair
♠2,♥A,♦2,♥3,♦3 | Two Pairs
♠2,♥A,♦2,♥3,♣5 | Pair
♠2,♥A,♦2,♦3,♣5 | Pair
♠2,♥A,♥4,♥3,♦3 | Pair
♠2,♥A,♥4,♥3,♣5 | Straight
♠2,♥A,♥4,♦3,♣5 | Straight
♠2,♥A,♥3,♦3,♣5 | Pair
♠2,♦2,♥4,♥3,♦3 | Two Pairs
♠2,♦2,♥4,♥3,♣5 | Pair
♠2,♦2,♥4,♦3,♣5 | Pair
♠2,♦2,♥3,♦3,♣5 | Two Pairs
♠2,♥4,♥3,♦3,♣5 | Pair
♣A,♣6,♠J,♦K,♥A | Pair
♣A,♣6,♠J,♥A,♦2 | Pair
♣A,♣6,♠J,♥A,♥4 | Pair
♣A,♣6,♠J,♥A,♥3 | Pair
♣A,♣6,♠J,♥A,♦3 | Pair
♣A,♣6,♠J,♥A,♣5 | Pair
♣A,♣6,♠J,♥3,♦3 | Pair
♣A,♣6,♦K,♥A,♦2 | Pair
♣A,♣6,♦K,♥A,♥4 | Pair
♣A,♣6,♦K,♥A,♥3 | Pair
♣A,♣6,♦K,♥A,♦3 | Pair
♣A,♣6,♦K,♥A,♣5 | Pair
♣A,♣6,♦K,♥3,♦3 | Pair
♣A,♣6,♥A,♦2,♥4 | Pair
♣A,♣6,♥A,♦2,♥3 | Pair
♣A,♣6,♥A,♦2,♦3 | Pair
♣A,♣6,♥A,♦2,♣5 | Pair
♣A,♣6,♥A,♥4,♥3 | Pair
♣A,♣6,♥A,♥4,♦3 | Pair
♣A,♣6,♥A,♥4,♣5 | Pair
♣A,♣6,♥A,♥3,♦3 | Two Pairs
♣A,♣6,♥A,♥3,♣5 | Pair
♣A,♣6,♥A,♦3,♣5 | Pair
♣A,♣6,♦2,♥3,♦3 | Pair
♣A,♣6,♥4,♥3,♦3 | Pair
♣A,♣6,♥3,♦3,♣5 | Pair
♣A,♠J,♦K,♥A,♦2 | Pair
♣A,♠J,♦K,♥A,♥4 | Pair
♣A,♠J,♦K,♥A,♥3 | Pair
♣A,♠J,♦K,♥A,♦3 | Pair
♣A,♠J,♦K,♥A,♣5 | Pair
♣A,♠J,♦K,♥3,♦3 | Pair
♣A,♠J,♥A,♦2,♥4 | Pair
♣A,♠J,♥A,♦2,♥3 | Pair
♣A,♠J,♥A,♦2,♦3 | Pair
♣A,♠J,♥A,♦2,♣5 | Pair
♣A,♠J,♥A,♥4,♥3 | Pair
♣A,♠J,♥A,♥4,♦3 | Pair
♣A,♠J,♥A,♥4,♣5 | Pair
♣A,♠J,♥A,♥3,♦3 | Two Pairs
♣A,♠J,♥A,♥3,♣5 | Pair
♣A,♠J,♥A,♦3,♣5 | Pair
♣A,♠J,♦2,♥3,♦3 | Pair
♣A,♠J,♥4,♥3,♦3 | Pair
♣A,♠J,♥3,♦3,♣5 | Pair
♣A,♦K,♥A,♦2,♥4 | Pair
♣A,♦K,♥A,♦2,♥3 | Pair
♣A,♦K,♥A,♦2,♦3 | Pair
♣A,♦K,♥A,♦2,♣5 | Pair
♣A,♦K,♥A,♥4,♥3 | Pair
♣A,♦K,♥A,♥4,♦3 | Pair
♣A,♦K,♥A,♥4,♣5 | Pair
♣A,♦K,♥A,♥3,♦3 | Two Pairs
♣A,♦K,♥A,♥3,♣5 | Pair
♣A,♦K,♥A,♦3,♣5 | Pair
♣A,♦K,♦2,♥3,♦3 | Pair
♣A,♦K,♥4,♥3,♦3 | Pair
♣A,♦K,♥3,♦3,♣5 | Pair
♣A,♥A,♦2,♥4,♥3 | Pair
♣A,♥A,♦2,♥4,♦3 | Pair
♣A,♥A,♦2,♥4,♣5 | Pair
♣A,♥A,♦2,♥3,♦3 | Two Pairs
♣A,♥A,♦2,♥3,♣5 | Pair
♣A,♥A,♦2,♦3,♣5 | Pair
♣A,♥A,♥4,♥3,♦3 | Two Pairs
♣A,♥A,♥4,♥3,♣5 | Pair
♣A,♥A,♥4,♦3,♣5 | Pair
♣A,♥A,♥3,♦3,♣5 | Two Pairs
♣A,♦2,♥4,♥3,♦3 | Pair
♣A,♦2,♥4,♥3,♣5 | Straight
♣A,♦2,♥4,♦3,♣5 | Straight
♣A,♦2,♥3,♦3,♣5 | Pair
♣A,♥4,♥3,♦3,♣5 | Pair
♣6,♠J,♦K,♥3,♦3 | Pair
♣6,♠J,♥A,♥3,♦3 | Pair
♣6,♠J,♦2,♥3,♦3 | Pair
♣6,♠J,♥4,♥3,♦3 | Pair
♣6,♠J,♥3,♦3,♣5 | Pair
♣6,♦K,♥A,♥3,♦3 | Pair
♣6,♦K,♦2,♥3,♦3 | Pair
♣6,♦K,♥4,♥3,♦3 | Pair
♣6,♦K,♥3,♦3,♣5 | Pair
♣6,♥A,♦2,♥3,♦3 | Pair
♣6,♥A,♥4,♥3,♦3 | Pair
♣6,♥A,♥3,♦3,♣5 | Pair
♣6,♦2,♥4,♥3,♦3 | Pair
♣6,♦2,♥4,♥3,♣5 | Straight
♣6,♦2,♥4,♦3,♣5 | Straight
♣6,♦2,♥3,♦3,♣5 | Pair
♣6,♥4,♥3,♦3,♣5 | Pair
♠J,♦K,♥A,♥3,♦3 | Pair
♠J,♦K,♦2,♥3,♦3 | Pair
♠J,♦K,♥4,♥3,♦3 | Pair
♠J,♦K,♥3,♦3,♣5 | Pair
♠J,♥A,♦2,♥3,♦3 | Pair
♠J,♥A,♥4,♥3,♦3 | Pair
♠J,♥A,♥3,♦3,♣5 | Pair
♠J,♦2,♥4,♥3,♦3 | Pair
♠J,♦2,♥3,♦3,♣5 | Pair
♠J,♥4,♥3,♦3,♣5 | Pair
♦K,♥A,♦2,♥3,♦3 | Pair
♦K,♥A,♥4,♥3,♦3 | Pair
♦K,♥A,♥3,♦3,♣5 | Pair
♦K,♦2,♥4,♥3,♦3 | Pair
♦K,♦2,♥3,♦3,♣5 | Pair
♦K,♥4,♥3,♦3,♣5 | Pair
♥A,♦2,♥4,♥3,♦3 | Pair
♥A,♦2,♥4,♥3,♣5 | Straight
♥A,♦2,♥4,♦3,♣5 | Straight
♥A,♦2,♥3,♦3,♣5 | Pair
♥A,♥4,♥3,♦3,♣5 | Pair
♦2,♥4,♥3,♦3,♣5 | Pair
