♦K,♥J,♠3,♠K,♣J | Two Pairs
♠3,♣J,♣8,♥3,♠2 | Pair
♠3,♣J,♣8,♥3,♥4 | Pair
♠3,♣J,♣8,♥3,♠10 | Pair
♠3,♣J,♣8,♥8,♠2 | Pair
♠3,♣J,♣8,♥8,♥4 | Pair
♠3,♣J,♣8,♥8,♠10 | Pair
♠3,♣J,♠8,♣4,♥3 | Pair
♠3,♣J,♠8,♣4,♥8 | Pair
♠3,♣J,♠8,♣4,♥4 | Pair
♠3,♣J,♠8,♠9,♥3 | Pair
♠3,♣J,♠8,♠9,♥8 | Pair
♠3,♣J,♠8,♦A,♥3 | Pair
♠3,♣J,♠8,♦A,♥8 | Pair
♠3,♣J,♠8,♥3,♥8 | Two Pairs
♠3,♣J,♠8,♥3,♠2 | Pair
♠3,♣J,♠8,♥3,♥4 | Pair
♠3,♣J,♠8,♥3,♠10 | Pair
♠3,♣J,♠8,♥8,♠2 | Pair
♠3,♣J,♠8,♥8,♥4 | Pair
♠3,♣J,♠8,♥8,♠10 | Pair
♠3,♣J,♣4,♠9,♥3 | Pair
♠3,♣J,♣4,♠9,♥4 | Pair
♠3,♣J,♣4,♦A,♥3 | Pair
♠3,♣J,♣4,♦A,♥4 | Pair
♠3,♣J,♣4,♥3,♥8 | Pair
♠3,♣J,♣4,♥3,♠2 | Pair
♠3,♣J,♣4,♥3,♥4 | Two Pairs
♠3,♣J,♣4,♥3,♠10 | Pair
♠3,♣J,♣4,♥8,♥4 | Pair
♠3,♣J,♣4,♠2,♥4 | Pair
♠3,♣J,♣4,♥4,♠10 | Pair
♠3,♣J,♠9,♦A,♥3 | Pair
♠3,♣J,♠9,♥3,♥8 | Pair
♠3,♣J,♠9,♥3,♠2 | Pair
♠3,♣J,♠9,♥3,♥4 | Pair
♠3,♣J,♠9,♥3,♠10 | Pair
♠3,♣J,♦A,♥3,♥8 | Pair
♠3,♣J,♦A,♥3,♠2 | Pair
♠3,♣J,♦A,♥3,♥4 | Pair
♠3,♣J,♦A,♥3,♠10 | Pair
♠3,♣J,♥3,♥8,♠2 | Pair
♠3,♣J,♥3,♥8,♥4 | Pair
♠3,♣J,♥3,♥8,♠10 | Pair
♠3,♣J,♥3,♠2,♥4 | Pair
♠3,♣J,♥3,♠2,♠10 | Pair
♠3,♣J,♥3,♥4,♠10 | Pair
♠3,♣8,♠8,♣4,♠9 | Pair
♠3,♣8,♠8,♣4,♦A | Pair
♠3,♣8,♠8,♣4,♥3 | Two Pairs
♠3,♣8,♠8,♣4,♥8 | Three Of A Kind
♠3,♣8,♠8,♣4,♠2 | Pair
♠3,♣8,♠8,♣4,♥4 | Two Pairs
♠3,♣8,♠8,♣4,♠10 | Pair
♠3,♣8,♠8,♠9,♦A | Pair
♠3,♣8,♠8,♠9,♥3 | Two Pairs
♠3,♣8,♠8,♠9,♥8 | Three Of A Kind
♠3,♣8,♠8,♠9,♠2 | Pair
♠3,♣8,♠8,♠9,♥4 | Pair
♠3,♣8,♠8,♠9,♠10 | Pair
♠3,♣8,♠8,♦A,♥3 | Two Pairs
♠3,♣8,♠8,♦A,♥8 | Three Of A Kind
♠3,♣8,♠8,♦A,♠2 | Pair
♠3,♣8,♠8,♦A,♥4 | Pair
♠3,♣8,♠8,♦A,♠10 | Pair
♠3,♣8,♠8,♥3,♥8 | Full House
♠3,♣8,♠8,♥3,♠2 | Two Pairs
♠3,♣8,♠8,♥3,♥4 | Two Pairs
♠3,♣8,♠8,♥3,♠10 | Two Pairs
♠3,♣8,♠8,♥8,♠2 | Three Of A Kind
♠3,♣8,♠8,♥8,♥4 | Three Of A Kind
♠3,♣8,♠8,♥8,♠10 | Three Of A Kind
♠3,♣8,♠8,♠2,♥4 | Pair
♠3,♣8,♠8,♠2,♠10 | Pair
♠3,♣8,♠8,♥4,♠10 | Pair
♠3,♣8,♣4,♠9,♥3 | Pair
♠3,♣8,♣4,♠9,♥8 | Pair
♠3,♣8,♣4,♠9,♥4 | Pair
♠3,♣8,♣4,♦A,♥3 | Pair
♠3,♣8,♣4,♦A,♥8 | Pair
♠3,♣8,♣4,♦A,♥4 | Pair
♠3,♣8,♣4,♥3,♥8 | Two Pairs
♠3,♣8,♣4,♥3,♠2 | Pair
♠3,♣8,♣4,♥3,♥4 | Two Pairs
♠3,♣8,♣4,♥3,♠10 | Pair
♠3,♣8,♣4,♥8,♠2 | Pair
♠3,♣8,♣4,♥8,♥4 | Two Pairs
♠3,♣8,♣4,♥8,♠10 | Pair
♠3,♣8,♣4,♠2,♥4 | Pair
♠3,♣8,♣4,♥4,♠10 | Pair
♠3,♣8,♠9,♦A,♥3 | Pair
♠3,♣8,♠9,♦A,♥8 | Pair
♠3,♣8,♠9,♥3,♥8 | Two Pairs
♠3,♣8,♠9,♥3,♠2 | Pair
♠3,♣8,♠9,♥3,♥4 | Pair
♠3,♣8,♠9,♥3,♠10 | Pair
♠3,♣8,♠9,♥8,♠2 | Pair
♠3,♣8,♠9,♥8,♥4 | Pair
♠3,♣8,♠9,♥8,♠10 | Pair
♠3,♣8,♦A,♥3,♥8 | Two Pairs
♠3,♣8,♦A,♥3,♠2 | Pair
♠3,♣8,♦A,♥3,♥4 | Pair
♠3,♣8,♦A,♥3,♠10 | Pair
♠3,♣8,♦A,♥8,♠2 | Pair
♠3,♣8,♦A,♥8,♥4 | Pair
♠3,♣8,♦A,♥8,♠10 | Pair
♠3,♣8,♥3,♥8,♠2 | Two Pairs
♠3,♣8,♥3,♥8,♥4 | Two Pairs
♠3,♣8,♥3,♥8,♠10 | Two Pairs
♠3,♣8,♥3,♠2,♥4 | Pair
♠3,♣8,♥3,♠2,♠10 | Pair
♠3,♣8,♥3,♥4,♠10 | Pair
♠3,♣8,♥8,♠2,♥4 | Pair
♠3,♣8,♥8,♠2,♠10 | Pair
♠3,♣8,♥8,♥4,♠10 | Pair
♠3,♠8,♣4,♠9,♥3 | Pair
♠3,♠8,♣4,♠9,♥8 | Pair
♠3,♠8,♣4,♠9,♥4 | Pair
♠3,♠8,♣4,♦A,♥3 | Pair
♠3,♠8,♣4,♦A,♥8 | Pair
♠3,♠8,♣4,♦A,♥4 | Pair
♠3,♠8,♣4,♥3,♥8 | Two Pairs
♠3,♠8,♣4,♥3,♠2 | Pair
♠3,♠8,♣4,♥3,♥4 | Two Pairs
♠3,♠8,♣4,♥3,♠10 | Pair
♠3,♠8,♣4,♥8,♠2 | Pair
♠3,♠8,♣4,♥8,♥4 | Two Pairs
♠3,♠8,♣4,♥8,♠10 | Pair
♠3,♠8,♣4,♠2,♥4 | Pair
♠3,♠8,♣4,♥4,♠10 | Pair
♠3,♠8,♠9,♦A,♥3 | Pair
♠3,♠8,♠9,♦A,♥8 | Pair
♠3,♠8,♠9,♥3,♥8 | Two Pairs
♠3,♠8,♠9,♥3,♠2 | Pair
♠3,♠8,♠9,♥3,♥4 | Pair
♠3,♠8,♠9,♥3,♠10 | Pair
♠3,♠8,♠9,♥8,♠2 | Pair
♠3,♠8,♠9,♥8,♥4 | Pair
♠3,♠8,♠9,♥8,♠10 | Pair
♠3,♠8,♠9,♠2,♠10 | Flush
♠3,♠8,♦A,♥3,♥8 | Two Pairs
♠3,♠8,♦A,♥3,♠2 | Pair
♠3,♠8,♦A,♥3,♥4 | Pair
♠3,♠8,♦A,♥3,♠10 | Pair
♠3,♠8,♦A,♥8,♠2 | Pair
♠3,♠8,♦A,♥8,♥4 | Pair
♠3,♠8,♦A,♥8,♠10 | Pair
♠3,♠8,♥3,♥8,♠2 | Two Pairs
♠3,♠8,♥3,♥8,♥4 | Two Pairs
♠3,♠8,♥3,♥8,♠10 | Two Pairs
♠3,♠8,♥3,♠2,♥4 | Pair
♠3,♠8,♥3,♠2,♠10 | Pair
♠3,♠8,♥3,♥4,♠10 | Pair
♠3,♠8,♥8,♠2,♥4 | Pair
♠3,♠8,♥8,♠2,♠10 | Pair
♠3,♠8,♥8,♥4,♠10 | Pair
♠3,♣4,♠9,♦A,♥3 | Pair
♠3,♣4,♠9,♦A,♥4 | Pair
♠3,♣4,♠9,♥3,♥8 | Pair
♠3,♣4,♠9,♥3,♠2 | Pair
♠3,♣4,♠9,♥3,♥4 | Two Pairs
♠3,♣4,♠9,♥3,♠10 | Pair
♠3,♣4,♠9,♥8,♥4 | Pair
♠3,♣4,♠9,♠2,♥4 | Pair
♠3,♣4,♠9,♥4,♠10 | Pair
♠3,♣4,♦A,♥3,♥8 | Pair
♠3,♣4,♦A,♥3,♠2 | Pair
♠3,♣4,♦A,♥3,♥4 | Two Pairs
♠3,♣4,♦A,♥3,♠10 | Pair
♠3,♣4,♦A,♥8,♥4 | Pair
♠3,♣4,♦A,♠2,♥4 | Pair
♠3,♣4,♦A,♥4,♠10 | Pair
♠3,♣4,♥3,♥8,♠2 | Pair
♠3,♣4,♥3,♥8,♥4 | Two Pairs
♠3,♣4,♥3,♥8,♠10 | Pair
♠3,♣4,♥3,♠2,♥4 | Two Pairs
♠3,♣4,♥3,♠2,♠10 | Pair
♠3,♣4,♥3,♥4,♠10 | Two Pairs
♠3,♣4,♥8,♠2,♥4 | Pair
♠3,♣4,♥8,♥4,♠10 | Pair
♠3,♣4,♠2,♥4,♠10 | Pair
♠3,♠9,♦A,♥3,♥8 | Pair
♠3,♠9,♦A,♥3,♠2 | Pair
♠3,♠9,♦A,♥3,♥4 | Pair
♠3,♠9,♦A,♥3,♠10 | Pair
♠3,♠9,♥3,♥8,♠2 | Pair
♠3,♠9,♥3,♥8,♥4 | Pair
♠3,♠9,♥3,♥8,♠10 | Pair
♠3,♠9,♥3,♠2,♥4 | Pair
♠3,♠9,♥3,♠2,♠10 | Pair
♠3,♠9,♥3,♥4,♠10 | Pair
♠3,♦A,♥3,♥8,♠2 | Pair
♠3,♦A,♥3,♥8,♥4 | Pair
♠3,♦A,♥3,♥8,♠10 | Pair
♠3,♦A,♥3,♠2,♥4 | Pair
♠3,♦A,♥3,♠2,♠10 | Pair
♠3,♦A,♥3,♥4,♠10 | Pair
♠3,♥3,♥8,♠2,♥4 | Pair
♠3,♥3,♥8,♠2,♠10 | Pair
♠3,♥3,♥8,♥4,♠10 | Pair
♠3,♥3,♠2,♥4,♠10 | Pair
♠K,♣J,♣8,♠8,♣4 | Pair
♠K,♣J,♣8,♠8,♠9 | Pair
♠K,♣J,♣8,♠8,♦A | Pair
♠K,♣J,♣8,♠8,♥3 | Pair
♠K,♣J,♣8,♠8,♥8 | Three Of A Kind
♠K,♣J,♣8,♠8,♠2 | Pair
♠K,♣J,♣8,♠8,♥4 | Pair
♠K,♣J,♣8,♠8,♠10 | Pair
♠K,♣J,♣8,♣4,♥8 | Pair
♠K,♣J,♣8,♣4,♥4 | Pair
♠K,♣J,♣8,♠9,♥8 | Pair
♠K,♣J,♣8,♦A,♥8 | Pair
♠K,♣J,♣8,♥3,♥8 | Pair
♠K,♣J,♣8,♥8,♠2 | Pair
♠K,♣J,♣8,♥8,♥4 | Pair
♠K,♣J,♣8,♥8,♠10 | Pair
♠K,♣J,♠8,♣4,♥8 | Pair
♠K,♣J,♠8,♣4,♥4 | Pair
♠K,♣J,♠8,♠9,♥8 | Pair
♠K,♣J,♠8,♦A,♥8 | Pair
♠K,♣J,♠8,♥3,♥8 | Pair
♠K,♣J,♠8,♥8,♠2 | Pair
♠K,♣J,♠8,♥8,♥4 | Pair
♠K,♣J,♠8,♥8,♠10 | Pair
♠K,♣J,♣4,♠9,♥4 | Pair
♠K,♣J,♣4,♦A,♥4 | Pair
♠K,♣J,♣4,♥3,♥4 | Pair
♠K,♣J,♣4,♥8,♥4 | Pair
♠K,♣J,♣4,♠2,♥4 | Pair
♠K,♣J,♣4,♥4,♠10 | Pair
♠K,♣8,♠8,♣4,♠9 | Pair
♠K,♣8,♠8,♣4,♦A | Pair
♠K,♣8,♠8,♣4,♥3 | Pair
♠K,♣8,♠8,♣4,♥8 | Three Of A Kind
♠K,♣8,♠8,♣4,♠2 | Pair
♠K,♣8,♠8,♣4,♥4 | Two Pairs
♠K,♣8,♠8,♣4,♠10 | Pair
♠K,♣8,♠8,♠9,♦A | Pair
♠K,♣8,♠8,♠9,♥3 | Pair
♠K,♣8,♠8,♠9,♥8 | Three Of A Kind
♠K,♣8,♠8,♠9,♠2 | Pair
♠K,♣8,♠8,♠9,♥4 | Pair
♠K,♣8,♠8,♠9,♠10 | Pair
♠K,♣8,♠8,♦A,♥3 | Pair
♠K,♣8,♠8,♦A,♥8 | Three Of A Kind
♠K,♣8,♠8,♦A,♠2 | Pair
♠K,♣8,♠8,♦A,♥4 | Pair
♠K,♣8,♠8,♦A,♠10 | Pair
♠K,♣8,♠8,♥3,♥8 | Three Of A Kind
♠K,♣8,♠8,♥3,♠2 | Pair
♠K,♣8,♠8,♥3,♥4 | Pair
♠K,♣8,♠8,♥3,♠10 | Pair
♠K,♣8,♠8,♥8,♠2 | Three Of A Kind
♠K,♣8,♠8,♥8,♥4 | Three Of A Kind
♠K,♣8,♠8,♥8,♠10 | Three Of A Kind
♠K,♣8,♠8,♠2,♥4 | Pair
♠K,♣8,♠8,♠2,♠10 | Pair
♠K,♣8,♠8,♥4,♠10 | Pair
♠K,♣8,♣4,♠9,♥8 | Pair
♠K,♣8,♣4,♠9,♥4 | Pair
♠K,♣8,♣4,♦A,♥8 | Pair
♠K,♣8,♣4,♦A,♥4 | Pair
♠K,♣8,♣4,♥3,♥8 | Pair
♠K,♣8,♣4,♥3,♥4 | Pair
♠K,♣8,♣4,♥8,♠2 | Pair
♠K,♣8,♣4,♥8,♥4 | Two Pairs
♠K,♣8,♣4,♥8,♠10 | Pair
♠K,♣8,♣4,♠2,♥4 | Pair
♠K,♣8,♣4,♥4,♠10 | Pair
♠K,♣8,♠9,♦A,♥8 | Pair
♠K,♣8,♠9,♥3,♥8 | Pair
♠K,♣8,♠9,♥8,♠2 | Pair
♠K,♣8,♠9,♥8,♥4 | Pair
♠K,♣8,♠9,♥8,♠10 | Pair
♠K,♣8,♦A,♥3,♥8 | Pair
♠K,♣8,♦A,♥8,♠2 | Pair
♠K,♣8,♦A,♥8,♥4 | Pair
♠K,♣8,♦A,♥8,♠10 | Pair
♠K,♣8,♥3,♥8,♠2 | Pair
♠K,♣8,♥3,♥8,♥4 | Pair
♠K,♣8,♥3,♥8,♠10 | Pair
♠K,♣8,♥8,♠2,♥4 | Pair
♠K,♣8,♥8,♠2,♠10 | Pair
♠K,♣8,♥8,♥4,♠10 | Pair
♠K,♠8,♣4,♠9,♥8 | Pair
♠K,♠8,♣4,♠9,♥4 | Pair
♠K,♠8,♣4,♦A,♥8 | Pair
♠K,♠8,♣4,♦A,♥4 | Pair
♠K,♠8,♣4,♥3,♥8 | Pair
♠K,♠8,♣4,♥3,♥4 | Pair
♠K,♠8,♣4,♥8,♠2 | Pair
♠K,♠8,♣4,♥8,♥4 | Two Pairs
♠K,♠8,♣4,♥8,♠10 | Pair
♠K,♠8,♣4,♠2,♥4 | Pair
♠K,♠8,♣4,♥4,♠10 | Pair
♠K,♠8,♠9,♦A,♥8 | Pair
♠K,♠8,♠9,♥3,♥8 | Pair
♠K,♠8,♠9,♥8,♠2 | Pair
♠K,♠8,♠9,♥8,♥4 | Pair
♠K,♠8,♠9,♥8,♠10 | Pair
♠K,♠8,♠9,♠2,♠10 | Flush
♠K,♠8,♦A,♥3,♥8 | Pair
♠K,♠8,♦A,♥8,♠2 | Pair
♠K,♠8,♦A,♥8,♥4 | Pair
♠K,♠8,♦A,♥8,♠10 | Pair
♠K,♠8,♥3,♥8,♠2 | Pair
♠K,♠8,♥3,♥8,♥4 | Pair
♠K,♠8,♥3,♥8,♠10 | Pair
♠K,♠8,♥8,♠2,♥4 | Pair
♠K,♠8,♥8,♠2,♠10 | Pair
♠K,♠8,♥8,♥4,♠10 | Pair
♠K,♣4,♠9,♦A,♥4 | Pair
♠K,♣4,♠9,♥3,♥4 | Pair
♠K,♣4,♠9,♥8,♥4 | Pair
♠K,♣4,♠9,♠2,♥4 | Pair
♠K,♣4,♠9,♥4,♠10 | Pair
♠K,♣4,♦A,♥3,♥4 | Pair
♠K,♣4,♦A,♥8,♥4 | Pair
♠K,♣4,♦A,♠2,♥4 | Pair
♠K,♣4,♦A,♥4,♠10 | Pair
♠K,♣4,♥3,♥8,♥4 | Pair
♠K,♣4,♥3,♠2,♥4 | Pair
♠K,♣4,♥3,♥4,♠10 | Pair
♠K,♣4,♥8,♠2,♥4 | Pair
♠K,♣4,♥8,♥4,♠10 | Pair
♠K,♣4,♠2,♥4,♠10 | Pair
♣J,♣8,♠8,♣4,♠9 | Pair
♣J,♣8,♠8,♣4,♦A | Pair
♣J,♣8,♠8,♣4,♥3 | Pair
♣J,♣8,♠8,♣4,♥8 | Three Of A Kind
♣J,♣8,♠8,♣4,♠2 | Pair
♣J,♣8,♠8,♣4,♥4 | Two Pairs
♣J,♣8,♠8,♣4,♠10 | Pair
♣J,♣8,♠8,♠9,♦A | Pair
♣J,♣8,♠8,♠9,♥3 | Pair
♣J,♣8,♠8,♠9,♥8 | Three Of A Kind
♣J,♣8,♠8,♠9,♠2 | Pair
♣J,♣8,♠8,♠9,♥4 | Pair
♣J,♣8,♠8,♠9,♠10 | Pair
♣J,♣8,♠8,♦A,♥3 | Pair
♣J,♣8,♠8,♦A,♥8 | Three Of A Kind
♣J,♣8,♠8,♦A,♠2 | Pair
♣J,♣8,♠8,♦A,♥4 | Pair
♣J,♣8,♠8,♦A,♠10 | Pair
♣J,♣8,♠8,♥3,♥8 | Three Of A Kind
♣J,♣8,♠8,♥3,♠2 | Pair
♣J,♣8,♠8,♥3,♥4 | Pair
♣J,♣8,♠8,♥3,♠10 | Pair
♣J,♣8,♠8,♥8,♠2 | Three Of A Kind
♣J,♣8,♠8,♥8,♥4 | Three Of A Kind
♣J,♣8,♠8,♥8,♠10 | Three Of A Kind
♣J,♣8,♠8,♠2,♥4 | Pair
♣J,♣8,♠8,♠2,♠10 | Pair
♣J,♣8,♠8,♥4,♠10 | Pair
♣J,♣8,♣4,♠9,♥8 | Pair
♣J,♣8,♣4,♠9,♥4 | Pair
♣J,♣8,♣4,♦A,♥8 | Pair
♣J,♣8,♣4,♦A,♥4 | Pair
♣J,♣8,♣4,♥3,♥8 | Pair
♣J,♣8,♣4,♥3,♥4 | Pair
♣J,♣8,♣4,♥8,♠2 | Pair
♣J,♣8,♣4,♥8,♥4 | Two Pairs
♣J,♣8,♣4,♥8,♠10 | Pair
♣J,♣8,♣4,♠2,♥4 | Pair
♣J,♣8,♣4,♥4,♠10 | Pair
♣J,♣8,♠9,♦A,♥8 | Pair
♣J,♣8,♠9,♥3,♥8 | Pair
♣J,♣8,♠9,♥8,♠2 | Pair
♣J,♣8,♠9,♥8,♥4 | Pair
♣J,♣8,♠9,♥8,♠10 | Pair
♣J,♣8,♦A,♥3,♥8 | Pair
♣J,♣8,♦A,♥8,♠2 | Pair
♣J,♣8,♦A,♥8,♥4 | Pair
♣J,♣8,♦A,♥8,♠10 | Pair
♣J,♣8,♥3,♥8,♠2 | Pair
♣J,♣8,♥3,♥8,♥4 | Pair
♣J,♣8,♥3,♥8,♠10 | Pair
♣J,♣8,♥8,♠2,♥4 | Pair
♣J,♣8,♥8,♠2,♠10 | Pair
♣J,♣8,♥8,♥4,♠10 | Pair
♣J,♠8,♣4,♠9,♥8 | Pair
♣J,♠8,♣4,♠9,♥4 | Pair
♣J,♠8,♣4,♦A,♥8 | Pair
♣J,♠8,♣4,♦A,♥4 | Pair
♣J,♠8,♣4,♥3,♥8 | Pair
♣J,♠8,♣4,♥3,♥4 | Pair
♣J,♠8,♣4,♥8,♠2 | Pair
♣J,♠8,♣4,♥8,♥4 | Two Pairs
♣J,♠8,♣4,♥8,♠10 | Pair
♣J,♠8,♣4,♠2,♥4 | Pair
♣J,♠8,♣4,♥4,♠10 | Pair
♣J,♠8,♠9,♦A,♥8 | Pair
♣J,♠8,♠9,♥3,♥8 | Pair
♣J,♠8,♠9,♥8,♠2 | Pair
♣J,♠8,♠9,♥8,♥4 | Pair
♣J,♠8,♠9,♥8,♠10 | Pair
♣J,♠8,♦A,♥3,♥8 | Pair
♣J,♠8,♦A,♥8,♠2 | Pair
♣J,♠8,♦A,♥8,♥4 | Pair
♣J,♠8,♦A,♥8,♠10 | Pair
♣J,♠8,♥3,♥8,♠2 | Pair
♣J,♠8,♥3,♥8,♥4 | Pair
♣J,♠8,♥3,♥8,♠10 | Pair
♣J,♠8,♥8,♠2,♥4 | Pair
♣J,♠8,♥8,♠2,♠10 | Pair
♣J,♠8,♥8,♥4,♠10 | Pair
♣J,♣4,♠9,♦A,♥4 | Pair
♣J,♣4,♠9,♥3,♥4 | Pair
♣J,♣4,♠9,♥8,♥4 | Pair
♣J,♣4,♠9,♠2,♥4 | Pair
♣J,♣4,♠9,♥4,♠10 | Pair
♣J,♣4,♦A,♥3,♥4 | Pair
♣J,♣4,♦A,♥8,♥4 | Pair
♣J,♣4,♦A,♠2,♥4 | Pair
♣J,♣4,♦A,♥4,♠10 | Pair
♣J,♣4,♥3,♥8,♥4 | Pair
♣J,♣4,♥3,♠2,♥4 | Pair
♣J,♣4,♥3,♥4,♠10 | Pair
♣J,♣4,♥8,♠2,♥4 | Pair
♣J,♣4,♥8,♥4,♠10 | Pair
♣J,♣4,♠2,♥4,♠10 | Pair
♣8,♠8,♣4,♠9,♦A | Pair
♣8,♠8,♣4,♠9,♥3 | Pair
♣8,♠8,♣4,♠9,♥8 | Three Of A Kind
♣8,♠8,♣4,♠9,♠2 | Pair
♣8,♠8,♣4,♠9,♥4 | Two Pairs
♣8,♠8,♣4,♠9,♠10 | Pair
♣8,♠8,♣4,♦A,♥3 | Pair
♣8,♠8,♣4,♦A,♥8 | Three Of A Kind
♣8,♠8,♣4,♦A,♠2 | Pair
♣8,♠8,♣4,♦A,♥4 | Two Pairs
♣8,♠8,♣4,♦A,♠10 | Pair
♣8,♠8,♣4,♥3,♥8 | Three Of A Kind
♣8,♠8,♣4,♥3,♠2 | Pair
♣8,♠8,♣4,♥3,♥4 | Two Pairs
♣8,♠8,♣4,♥3,♠10 | Pair
♣8,♠8,♣4,♥8,♠2 | Three Of A Kind
♣8,♠8,♣4,♥8,♥4 | Full House
♣8,♠8,♣4,♥8,♠10 | Three Of A Kind
♣8,♠8,♣4,♠2,♥4 | Two Pairs
♣8,♠8,♣4,♠2,♠10 | Pair
♣8,♠8,♣4,♥4,♠10 | Two Pairs
♣8,♠8,♠9,♦A,♥3 | Pair
♣8,♠8,♠9,♦A,♥8 | Three Of A Kind
♣8,♠8,♠9,♦A,♠2 | Pair
♣8,♠8,♠9,♦A,♥4 | Pair
♣8,♠8,♠9,♦A,♠10 | Pair
♣8,♠8,♠9,♥3,♥8 | Three Of A Kind
♣8,♠8,♠9,♥3,♠2 | Pair
♣8,♠8,♠9,♥3,♥4 | Pair
♣8,♠8,♠9,♥3,♠10 | Pair
♣8,♠8,♠9,♥8,♠2 | Three Of A Kind
♣8,♠8,♠9,♥8,♥4 | Three Of A Kind
♣8,♠8,♠9,♥8,♠10 | Three Of A Kind
♣8,♠8,♠9,♠2,♥4 | Pair
♣8,♠8,♠9,♠2,♠10 | Pair
♣8,♠8,♠9,♥4,♠10 | Pair
♣8,♠8,♦A,♥3,♥8 | Three Of A Kind
♣8,♠8,♦A,♥3,♠2 | Pair
♣8,♠8,♦A,♥3,♥4 | Pair
♣8,♠8,♦A,♥3,♠10 | Pair
♣8,♠8,♦A,♥8,♠2 | Three Of A Kind
♣8,♠8,♦A,♥8,♥4 | Three Of A Kind
♣8,♠8,♦A,♥8,♠10 | Three Of A Kind
♣8,♠8,♦A,♠2,♥4 | Pair
♣8,♠8,♦A,♠2,♠10 | Pair
♣8,♠8,♦A,♥4,♠10 | Pair
♣8,♠8,♥3,♥8,♠2 | Three Of A Kind
♣8,♠8,♥3,♥8,♥4 | Three Of A Kind
♣8,♠8,♥3,♥8,♠10 | Three Of A Kind
♣8,♠8,♥3,♠2,♥4 | Pair
♣8,♠8,♥3,♠2,♠10 | Pair
♣8,♠8,♥3,♥4,♠10 | Pair
♣8,♠8,♥8,♠2,♥4 | Three Of A Kind
♣8,♠8,♥8,♠2,♠10 | Three Of A Kind
♣8,♠8,♥8,♥4,♠10 | Three Of A Kind
♣8,♠8,♠2,♥4,♠10 | Pair
♣8,♣4,♠9,♦A,♥8 | Pair
♣8,♣4,♠9,♦A,♥4 | Pair
♣8,♣4,♠9,♥3,♥8 | Pair
♣8,♣4,♠9,♥3,♥4 | Pair
♣8,♣4,♠9,♥8,♠2 | Pair
♣8,♣4,♠9,♥8,♥4 | Two Pairs
♣8,♣4,♠9,♥8,♠10 | Pair
♣8,♣4,♠9,♠2,♥4 | Pair
♣8,♣4,♠9,♥4,♠10 | Pair
♣8,♣4,♦A,♥3,♥8 | Pair
♣8,♣4,♦A,♥3,♥4 | Pair
♣8,♣4,♦A,♥8,♠2 | Pair
♣8,♣4,♦A,♥8,♥4 | Two Pairs
♣8,♣4,♦A,♥8,♠10 | Pair
♣8,♣4,♦A,♠2,♥4 | Pair
♣8,♣4,♦A,♥4,♠10 | Pair
♣8,♣4,♥3,♥8,♠2 | Pair
♣8,♣4,♥3,♥8,♥4 | Two Pairs
♣8,♣4,♥3,♥8,♠10 | Pair
♣8,♣4,♥3,♠2,♥4 | Pair
♣8,♣4,♥3,♥4,♠10 | Pair
♣8,♣4,♥8,♠2,♥4 | Two Pairs
♣8,♣4,♥8,♠2,♠10 | Pair
♣8,♣4,♥8,♥4,♠10 | Two Pairs
♣8,♣4,♠2,♥4,♠10 | Pair
♣8,♠9,♦A,♥3,♥8 | Pair
♣8,♠9,♦A,♥8,♠2 | Pair
♣8,♠9,♦A,♥8,♥4 | Pair
♣8,♠9,♦A,♥8,♠10 | Pair
♣8,♠9,♥3,♥8,♠2 | Pair
♣8,♠9,♥3,♥8,♥4 | Pair
♣8,♠9,♥3,♥8,♠10 | Pair
♣8,♠9,♥8,♠2,♥4 | Pair
♣8,♠9,♥8,♠2,♠10 | Pair
♣8,♠9,♥8,♥4,♠10 | Pair
♣8,♦A,♥3,♥8,♠2 | Pair
♣8,♦A,♥3,♥8,♥4 | Pair
♣8,♦A,♥3,♥8,♠10 | Pair
♣8,♦A,♥8,♠2,♥4 | Pair
♣8,♦A,♥8,♠2,♠10 | Pair
♣8,♦A,♥8,♥4,♠10 | Pair
♣8,♥3,♥8,♠2,♥4 | Pair
♣8,♥3,♥8,♠2,♠10 | Pair
♣8,♥3,♥8,♥4,♠10 | Pair
♣8,♥8,♠2,♥4,♠10 | Pair
♠8,♣4,♠9,♦A,♥8 | Pair
♠8,♣4,♠9,♦A,♥4 | Pair
♠8,♣4,♠9,♥3,♥8 | Pair
♠8,♣4,♠9,♥3,♥4 | Pair
♠8,♣4,♠9,♥8,♠2 | Pair
♠8,♣4,♠9,♥8,♥4 | Two Pairs
♠8,♣4,♠9,♥8,♠10 | Pair
♠8,♣4,♠9,♠2,♥4 | Pair
♠8,♣4,♠9,♥4,♠10 | Pair
♠8,♣4,♦A,♥3,♥8 | Pair
♠8,♣4,♦A,♥3,♥4 | Pair
♠8,♣4,♦A,♥8,♠2 | Pair
♠8,♣4,♦A,♥8,♥4 | Two Pairs
♠8,♣4,♦A,♥8,♠10 | Pair
♠8,♣4,♦A,♠2,♥4 | Pair
♠8,♣4,♦A,♥4,♠10 | Pair
♠8,♣4,♥3,♥8,♠2 | Pair
♠8,♣4,♥3,♥8,♥4 | Two Pairs
♠8,♣4,♥3,♥8,♠10 | Pair
♠8,♣4,♥3,♠2,♥4 | Pair
♠8,♣4,♥3,♥4,♠10 | Pair
♠8,♣4,♥8,♠2,♥4 | Two Pairs
♠8,♣4,♥8,♠2,♠10 | Pair
