♠A,♣2,♥8,♣Q,♥2 | Pair
♥8,♣5,♥10,♥K,♠8 | Pair
♥8,♣5,♥10,♠8,♥4 | Pair
♥8,♣5,♥10,♠8,♠Q | Pair
♥8,♣5,♥10,♠8,♠4 | Pair
♥8,♣5,♥10,♥4,♠4 | Pair
♥8,♣5,♣4,♥2,♠8 | Pair
♥8,♣5,♣4,♥2,♥4 | Pair
♥8,♣5,♣4,♥2,♠4 | Pair
♥8,♣5,♣4,♥K,♠8 | Pair
♥8,♣5,♣4,♥K,♥4 | Pair
♥8,♣5,♣4,♥K,♠4 | Pair
♥8,♣5,♣4,♠8,♥4 | Two Pairs
♥8,♣5,♣4,♠8,♠Q | Pair
♥8,♣5,♣4,♠8,♠4 | Two Pairs
♥8,♣5,♣4,♥4,♠Q | Pair
♥8,♣5,♣4,♥4,♠4 | Three Of A Kind
♥8,♣5,♣4,♠Q,♠4 | Pair
♥8,♣5,♥2,♥K,♠8 | Pair
♥8,♣5,♥2,♠8,♥4 | Pair
♥8,♣5,♥2,♠8,♠Q | Pair
♥8,♣5,♥2,♠8,♠4 | Pair
♥8,♣5,♥2,♥4,♠4 | Pair
♥8,♣5,♥K,♠8,♥4 | Pair
♥8,♣5,♥K,♠8,♠Q | Pair
♥8,♣5,♥K,♠8,♠4 | Pair
♥8,♣5,♥K,♥4,♠4 | Pair
♥8,♣5,♠8,♥4,♠Q | Pair
♥8,♣5,♠8,♥4,♠4 | Two Pairs
♥8,♣5,♠8,♠Q,♠4 | Pair
♥8,♣5,♥4,♠Q,♠4 | Pair
♥8,♥6,♥10,♣4,♠8 | Pair
♥8,♥6,♥10,♣4,♥4 | Pair
♥8,♥6,♥10,♣4,♠4 | Pair
♥8,♥6,♥10,♥2,♥K | Flush
♥8,♥6,♥10,♥2,♠8 | Pair
♥8,♥6,♥10,♥2,♥4 | Flush
♥8,♥6,♥10,♥K,♠8 | Pair
♥8,♥6,♥10,♥K,♥4 | Flush
♥8,♥6,♥10,♠8,♥4 | Pair
♥8,♥6,♥10,♠8,♠Q | Pair
♥8,♥6,♥10,♠8,♠4 | Pair
♥8,♥6,♥10,♥4,♠4 | Pair
♥8,♥6,♣4,♥2,♠8 | Pair
♥8,♥6,♣4,♥2,♥4 | Pair
♥8,♥6,♣4,♥2,♠4 | Pair
♥8,♥6,♣4,♥K,♠8 | Pair
♥8,♥6,♣4,♥K,♥4 | Pair
♥8,♥6,♣4,♥K,♠4 | Pair
♥8,♥6,♣4,♠8,♥4 | Two Pairs
♥8,♥6,♣4,♠8,♠Q | Pair
♥8,♥6,♣4,♠8,♠4 | Two Pairs
♥8,♥6,♣4,♥4,♠Q | Pair
♥8,♥6,♣4,♥4,♠4 | Three Of A Kind
♥8,♥6,♣4,♠Q,♠4 | Pair
♥8,♥6,♥2,♥K,♠8 | Pair
♥8,♥6,♥2,♥K,♥4 | Flush
♥8,♥6,♥2,♠8,♥4 | Pair
♥8,♥6,♥2,♠8,♠Q | Pair
♥8,♥6,♥2,♠8,♠4 | Pair
♥8,♥6,♥2,♥4,♠4 | Pair
♥8,♥6,♥K,♠8,♥4 | Pair
♥8,♥6,♥K,♠8,♠Q | Pair
♥8,♥6,♥K,♠8,♠4 | Pair
♥8,♥6,♥K,♥4,♠4 | Pair
♥8,♥6,♠8,♥4,♠Q | Pair
♥8,♥6,♠8,♥4,♠4 | Two Pairs
♥8,♥6,♠8,♠Q,♠4 | Pair
♥8,♥6,♥4,♠Q,♠4 | Pair
♥8,♥10,♣4,♥2,♠8 | Pair
♥8,♥10,♣4,♥2,♥4 | Pair
♥8,♥10,♣4,♥2,♠4 | Pair
♥8,♥10,♣4,♥K,♠8 | Pair
♥8,♥10,♣4,♥K,♥4 | Pair
♥8,♥10,♣4,♥K,♠4 | Pair
♥8,♥10,♣4,♠8,♥4 | Two Pairs
♥8,♥10,♣4,♠8,♠Q | Pair
♥8,♥10,♣4,♠8,♠4 | Two Pairs
♥8,♥10,♣4,♥4,♠Q | Pair
♥8,♥10,♣4,♥4,♠4 | Three Of A Kind
♥8,♥10,♣4,♠Q,♠4 | Pair
♥8,♥10,♥2,♥K,♠8 | Pair
♥8,♥10,♥2,♥K,♥4 | Flush
♥8,♥10,♥2,♠8,♥4 | Pair
♥8,♥10,♥2,♠8,♠Q | Pair
♥8,♥10,♥2,♠8,♠4 | Pair
♥8,♥10,♥2,♥4,♠4 | Pair
♥8,♥10,♥K,♠8,♥4 | Pair
♥8,♥10,♥K,♠8,♠Q | Pair
♥8,♥10,♥K,♠8,♠4 | Pair
♥8,♥10,♥K,♥4,♠4 | Pair
♥8,♥10,♠8,♥4,♠Q | Pair
♥8,♥10,♠8,♥4,♠4 | Two Pairs
♥8,♥10,♠8,♠Q,♠4 | Pair
♥8,♥10,♥4,♠Q,♠4 | Pair
♥8,♣4,♥2,♥K,♠8 | Pair
♥8,♣4,♥2,♥K,♥4 | Pair
♥8,♣4,♥2,♥K,♠4 | Pair
♥8,♣4,♥2,♠8,♥4 | Two Pairs
♥8,♣4,♥2,♠8,♠Q | Pair
♥8,♣4,♥2,♠8,♠4 | Two Pairs
♥8,♣4,♥2,♥4,♠Q | Pair
♥8,♣4,♥2,♥4,♠4 | Three Of A Kind
♥8,♣4,♥2,♠Q,♠4 | Pair
♥8,♣4,♥K,♠8,♥4 | Two Pairs
♥8,♣4,♥K,♠8,♠Q | Pair
♥8,♣4,♥K,♠8,♠4 | Two Pairs
♥8,♣4,♥K,♥4,♠Q | Pair
♥8,♣4,♥K,♥4,♠4 | Three Of A Kind
♥8,♣4,♥K,♠Q,♠4 | Pair
♥8,♣4,♠8,♥4,♠Q | Two Pairs
♥8,♣4,♠8,♥4,♠4 | Full House
♥8,♣4,♠8,♠Q,♠4 | Two Pairs
♥8,♣4,♥4,♠Q,♠4 | Three Of A Kind
♥8,♥2,♥K,♠8,♥4 | Pair
♥8,♥2,♥K,♠8,♠Q | Pair
♥8,♥2,♥K,♠8,♠4 | Pair
♥8,♥2,♥K,♥4,♠4 | Pair
♥8,♥2,♠8,♥4,♠Q | Pair
♥8,♥2,♠8,♥4,♠4 | Two Pairs
♥8,♥2,♠8,♠Q,♠4 | Pair
♥8,♥2,♥4,♠Q,♠4 | Pair
♥8,♥K,♠8,♥4,♠Q | Pair
♥8,♥K,♠8,♥4,♠4 | Two Pairs
♥8,♥K,♠8,♠Q,♠4 | Pair
♥8,♥K,♥4,♠Q,♠4 | Pair
♥8,♠8,♥4,♠Q,♠4 | Two Pairs
♣Q,♦K,♣5,♥6,♥K | Pair
♣Q,♦K,♣5,♥6,♠Q | Pair
♣Q,♦K,♣5,♥10,♥K | Pair
♣Q,♦K,♣5,♥10,♠Q | Pair
♣Q,♦K,♣5,♣4,♥K | Pair
♣Q,♦K,♣5,♣4,♥4 | Pair
♣Q,♦K,♣5,♣4,♠Q | Pair
♣Q,♦K,♣5,♣4,♠4 | Pair
♣Q,♦K,♣5,♥2,♥K | Pair
♣Q,♦K,♣5,♥2,♠Q | Pair
♣Q,♦K,♣5,♥K,♠8 | Pair
♣Q,♦K,♣5,♥K,♥4 | Pair
♣Q,♦K,♣5,♥K,♠Q | Two Pairs
♣Q,♦K,♣5,♥K,♠4 | Pair
♣Q,♦K,♣5,♠8,♠Q | Pair
♣Q,♦K,♣5,♥4,♠Q | Pair
♣Q,♦K,♣5,♥4,♠4 | Pair
♣Q,♦K,♣5,♠Q,♠4 | Pair
♣Q,♦K,♥6,♥10,♥K | Pair
♣Q,♦K,♥6,♥10,♠Q | Pair
♣Q,♦K,♥6,♣4,♥K | Pair
♣Q,♦K,♥6,♣4,♥4 | Pair
♣Q,♦K,♥6,♣4,♠Q | Pair
♣Q,♦K,♥6,♣4,♠4 | Pair
♣Q,♦K,♥6,♥2,♥K | Pair
♣Q,♦K,♥6,♥2,♠Q | Pair
♣Q,♦K,♥6,♥K,♠8 | Pair
♣Q,♦K,♥6,♥K,♥4 | Pair
♣Q,♦K,♥6,♥K,♠Q | Two Pairs
♣Q,♦K,♥6,♥K,♠4 | Pair
♣Q,♦K,♥6,♠8,♠Q | Pair
♣Q,♦K,♥6,♥4,♠Q | Pair
♣Q,♦K,♥6,♥4,♠4 | Pair
♣Q,♦K,♥6,♠Q,♠4 | Pair
♣Q,♦K,♥10,♣4,♥K | Pair
♣Q,♦K,♥10,♣4,♥4 | Pair
♣Q,♦K,♥10,♣4,♠Q | Pair
♣Q,♦K,♥10,♣4,♠4 | Pair
♣Q,♦K,♥10,♥2,♥K | Pair
♣Q,♦K,♥10,♥2,♠Q | Pair
♣Q,♦K,♥10,♥K,♠8 | Pair
♣Q,♦K,♥10,♥K,♥4 | Pair
♣Q,♦K,♥10,♥K,♠Q | Two Pairs
♣Q,♦K,♥10,♥K,♠4 | Pair
♣Q,♦K,♥10,♠8,♠Q | Pair
♣Q,♦K,♥10,♥4,♠Q | Pair
♣Q,♦K,♥10,♥4,♠4 | Pair
♣Q,♦K,♥10,♠Q,♠4 | Pair
♣Q,♦K,♣4,♥2,♥K | Pair
♣Q,♦K,♣4,♥2,♥4 | Pair
♣Q,♦K,♣4,♥2,♠Q | Pair
♣Q,♦K,♣4,♥2,♠4 | Pair
♣Q,♦K,♣4,♥K,♠8 | Pair
♣Q,♦K,♣4,♥K,♥4 | Two Pairs
♣Q,♦K,♣4,♥K,♠Q | Two Pairs
♣Q,♦K,♣4,♥K,♠4 | Two Pairs
♣Q,♦K,♣4,♠8,♥4 | Pair
♣Q,♦K,♣4,♠8,♠Q | Pair
♣Q,♦K,♣4,♠8,♠4 | Pair
♣Q,♦K,♣4,♥4,♠Q | Two Pairs
♣Q,♦K,♣4,♥4,♠4 | Three Of A Kind
♣Q,♦K,♣4,♠Q,♠4 | Two Pairs
♣Q,♦K,♥2,♥K,♠8 | Pair
♣Q,♦K,♥2,♥K,♥4 | Pair
♣Q,♦K,♥2,♥K,♠Q | Two Pairs
♣Q,♦K,♥2,♥K,♠4 | Pair
♣Q,♦K,♥2,♠8,♠Q | Pair
♣Q,♦K,♥2,♥4,♠Q | Pair
♣Q,♦K,♥2,♥4,♠4 | Pair
♣Q,♦K,♥2,♠Q,♠4 | Pair
♣Q,♦K,♥K,♠8,♥4 | Pair
♣Q,♦K,♥K,♠8,♠Q | Two Pairs
♣Q,♦K,♥K,♠8,♠4 | Pair
♣Q,♦K,♥K,♥4,♠Q | Two Pairs
♣Q,♦K,♥K,♥4,♠4 | Two Pairs
♣Q,♦K,♥K,♠Q,♠4 | Two Pairs
♣Q,♦K,♠8,♥4,♠Q | Pair
♣Q,♦K,♠8,♥4,♠4 | Pair
♣Q,♦K,♠8,♠Q,♠4 | Pair
♣Q,♦K,♥4,♠Q,♠4 | Two Pairs
♣Q,♣5,♥6,♥10,♠Q | Pair
♣Q,♣5,♥6,♣4,♥4 | Pair
♣Q,♣5,♥6,♣4,♠Q | Pair
♣Q,♣5,♥6,♣4,♠4 | Pair
♣Q,♣5,♥6,♥2,♠Q | Pair
♣Q,♣5,♥6,♥K,♠Q | Pair
♣Q,♣5,♥6,♠8,♠Q | Pair
♣Q,♣5,♥6,♥4,♠Q | Pair
♣Q,♣5,♥6,♥4,♠4 | Pair
♣Q,♣5,♥6,♠Q,♠4 | Pair
♣Q,♣5,♥10,♣4,♥4 | Pair
♣Q,♣5,♥10,♣4,♠Q | Pair
♣Q,♣5,♥10,♣4,♠4 | Pair
♣Q,♣5,♥10,♥2,♠Q | Pair
♣Q,♣5,♥10,♥K,♠Q | Pair
♣Q,♣5,♥10,♠8,♠Q | Pair
♣Q,♣5,♥10,♥4,♠Q | Pair
♣Q,♣5,♥10,♥4,♠4 | Pair
♣Q,♣5,♥10,♠Q,♠4 | Pair
♣Q,♣5,♣4,♥2,♥4 | Pair
♣Q,♣5,♣4,♥2,♠Q | Pair
♣Q,♣5,♣4,♥2,♠4 | Pair
♣Q,♣5,♣4,♥K,♥4 | Pair
♣Q,♣5,♣4,♥K,♠Q | Pair
♣Q,♣5,♣4,♥K,♠4 | Pair
♣Q,♣5,♣4,♠8,♥4 | Pair
♣Q,♣5,♣4,♠8,♠Q | Pair
♣Q,♣5,♣4,♠8,♠4 | Pair
♣Q,♣5,♣4,♥4,♠Q | Two Pairs
♣Q,♣5,♣4,♥4,♠4 | Three Of A Kind
♣Q,♣5,♣4,♠Q,♠4 | Two Pairs
♣Q,♣5,♥2,♥K,♠Q | Pair
♣Q,♣5,♥2,♠8,♠Q | Pair
♣Q,♣5,♥2,♥4,♠Q | Pair
♣Q,♣5,♥2,♥4,♠4 | Pair
♣Q,♣5,♥2,♠Q,♠4 | Pair
♣Q,♣5,♥K,♠8,♠Q | Pair
♣Q,♣5,♥K,♥4,♠Q | Pair
♣Q,♣5,♥K,♥4,♠4 | Pair
♣Q,♣5,♥K,♠Q,♠4 | Pair
♣Q,♣5,♠8,♥4,♠Q | Pair
♣Q,♣5,♠8,♥4,♠4 | Pair
♣Q,♣5,♠8,♠Q,♠4 | Pair
♣Q,♣5,♥4,♠Q,♠4 | Two Pairs
♣Q,♥6,♥10,♣4,♥4 | Pair
♣Q,♥6,♥10,♣4,♠Q | Pair
♣Q,♥6,♥10,♣4,♠4 | Pair
♣Q,♥6,♥10,♥2,♠Q | Pair
♣Q,♥6,♥10,♥K,♠Q | Pair
♣Q,♥6,♥10,♠8,♠Q | Pair
♣Q,♥6,♥10,♥4,♠Q | Pair
♣Q,♥6,♥10,♥4,♠4 | Pair
♣Q,♥6,♥10,♠Q,♠4 | Pair
♣Q,♥6,♣4,♥2,♥4 | Pair
♣Q,♥6,♣4,♥2,♠Q | Pair
♣Q,♥6,♣4,♥2,♠4 | Pair
♣Q,♥6,♣4,♥K,♥4 | Pair
♣Q,♥6,♣4,♥K,♠Q | Pair
♣Q,♥6,♣4,♥K,♠4 | Pair
♣Q,♥6,♣4,♠8,♥4 | Pair
♣Q,♥6,♣4,♠8,♠Q | Pair
♣Q,♥6,♣4,♠8,♠4 | Pair
♣Q,♥6,♣4,♥4,♠Q | Two Pairs
♣Q,♥6,♣4,♥4,♠4 | Three Of A Kind
♣Q,♥6,♣4,♠Q,♠4 | Two Pairs
♣Q,♥6,♥2,♥K,♠Q | Pair
♣Q,♥6,♥2,♠8,♠Q | Pair
♣Q,♥6,♥2,♥4,♠Q | Pair
♣Q,♥6,♥2,♥4,♠4 | Pair
♣Q,♥6,♥2,♠Q,♠4 | Pair
♣Q,♥6,♥K,♠8,♠Q | Pair
♣Q,♥6,♥K,♥4,♠Q | Pair
♣Q,♥6,♥K,♥4,♠4 | Pair
♣Q,♥6,♥K,♠Q,♠4 | Pair
♣Q,♥6,♠8,♥4,♠Q | Pair
♣Q,♥6,♠8,♥4,♠4 | Pair
♣Q,♥6,♠8,♠Q,♠4 | Pair
♣Q,♥6,♥4,♠Q,♠4 | Two Pairs
♣Q,♥10,♣4,♥2,♥4 | Pair
♣Q,♥10,♣4,♥2,♠Q | Pair
♣Q,♥10,♣4,♥2,♠4 | Pair
♣Q,♥10,♣4,♥K,♥4 | Pair
♣Q,♥10,♣4,♥K,♠Q | Pair
♣Q,♥10,♣4,♥K,♠4 | Pair
♣Q,♥10,♣4,♠8,♥4 | Pair
♣Q,♥10,♣4,♠8,♠Q | Pair
♣Q,♥10,♣4,♠8,♠4 | Pair
♣Q,♥10,♣4,♥4,♠Q | Two Pairs
♣Q,♥10,♣4,♥4,♠4 | Three Of A Kind
♣Q,♥10,♣4,♠Q,♠4 | Two Pairs
♣Q,♥10,♥2,♥K,♠Q | Pair
♣Q,♥10,♥2,♠8,♠Q | Pair
♣Q,♥10,♥2,♥4,♠Q | Pair
♣Q,♥10,♥2,♥4,♠4 | Pair
♣Q,♥10,♥2,♠Q,♠4 | Pair
♣Q,♥10,♥K,♠8,♠Q | Pair
♣Q,♥10,♥K,♥4,♠Q | Pair
♣Q,♥10,♥K,♥4,♠4 | Pair
♣Q,♥10,♥K,♠Q,♠4 | Pair
♣Q,♥10,♠8,♥4,♠Q | Pair
♣Q,♥10,♠8,♥4,♠4 | Pair
♣Q,♥10,♠8,♠Q,♠4 | Pair
♣Q,♥10,♥4,♠Q,♠4 | Two Pairs
♣Q,♣4,♥2,♥K,♥4 | Pair
♣Q,♣4,♥2,♥K,♠Q | Pair
♣Q,♣4,♥2,♥K,♠4 | Pair
♣Q,♣4,♥2,♠8,♥4 | Pair
♣Q,♣4,♥2,♠8,♠Q | Pair
♣Q,♣4,♥2,♠8,♠4 | Pair
♣Q,♣4,♥2,♥4,♠Q | Two Pairs
♣Q,♣4,♥2,♥4,♠4 | Three Of A Kind
♣Q,♣4,♥2,♠Q,♠4 | Two Pairs
♣Q,♣4,♥K,♠8,♥4 | Pair
♣Q,♣4,♥K,♠8,♠Q | Pair
♣Q,♣4,♥K,♠8,♠4 | Pair
♣Q,♣4,♥K,♥4,♠Q | Two Pairs
♣Q,♣4,♥K,♥4,♠4 | Three Of A Kind
♣Q,♣4,♥K,♠Q,♠4 | Two Pairs
♣Q,♣4,♠8,♥4,♠Q | Two Pairs
♣Q,♣4,♠8,♥4,♠4 | Three Of A Kind
♣Q,♣4,♠8,♠Q,♠4 | Two Pairs
♣Q,♣4,♥4,♠Q,♠4 | Full House
♣Q,♥2,♥K,♠8,♠Q | Pair
♣Q,♥2,♥K,♥4,♠Q | Pair
♣Q,♥2,♥K,♥4,♠4 | Pair
♣Q,♥2,♥K,♠Q,♠4 | Pair
♣Q,♥2,♠8,♥4,♠Q | Pair
♣Q,♥2,♠8,♥4,♠4 | Pair
♣Q,♥2,♠8,♠Q,♠4 | Pair
♣Q,♥2,♥4,♠Q,♠4 | Two Pairs
♣Q,♥K,♠8,♥4,♠Q | Pair
♣Q,♥K,♠8,♥4,♠4 | Pair
♣Q,♥K,♠8,♠Q,♠4 | Pair
♣Q,♥K,♥4,♠Q,♠4 | Two Pairs
♣Q,♠8,♥4,♠Q,♠4 | Two Pairs
♦K,♣5,♥6,♥10,♥K | Pair
♦K,♣5,♥6,♣4,♥K | Pair
♦K,♣5,♥6,♣4,♥4 | Pair
♦K,♣5,♥6,♣4,♠4 | Pair
♦K,♣5,♥6,♥2,♥K | Pair
♦K,♣5,♥6,♥K,♠8 | Pair
♦K,♣5,♥6,♥K,♥4 | Pair
♦K,♣5,♥6,♥K,♠Q | Pair
♦K,♣5,♥6,♥K,♠4 | Pair
♦K,♣5,♥6,♥4,♠4 | Pair
♦K,♣5,♥10,♣4,♥K | Pair
♦K,♣5,♥10,♣4,♥4 | Pair
♦K,♣5,♥10,♣4,♠4 | Pair
♦K,♣5,♥10,♥2,♥K | Pair
♦K,♣5,♥10,♥K,♠8 | Pair
♦K,♣5,♥10,♥K,♥4 | Pair
♦K,♣5,♥10,♥K,♠Q | Pair
♦K,♣5,♥10,♥K,♠4 | Pair
♦K,♣5,♥10,♥4,♠4 | Pair
♦K,♣5,♣4,♥2,♥K | Pair
♦K,♣5,♣4,♥2,♥4 | Pair
♦K,♣5,♣4,♥2,♠4 | Pair
♦K,♣5,♣4,♥K,♠8 | Pair
♦K,♣5,♣4,♥K,♥4 | Two Pairs
♦K,♣5,♣4,♥K,♠Q | Pair
♦K,♣5,♣4,♥K,♠4 | Two Pairs
♦K,♣5,♣4,♠8,♥4 | Pair
♦K,♣5,♣4,♠8,♠4 | Pair
♦K,♣5,♣4,♥4,♠Q | Pair
♦K,♣5,♣4,♥4,♠4 | Three Of A Kind
♦K,♣5,♣4,♠Q,♠4 | Pair
♦K,♣5,♥2,♥K,♠8 | Pair
♦K,♣5,♥2,♥K,♥4 | Pair
♦K,♣5,♥2,♥K,♠Q | Pair
♦K,♣5,♥2,♥K,♠4 | Pair
♦K,♣5,♥2,♥4,♠4 | Pair
♦K,♣5,♥K,♠8,♥4 | Pair
♦K,♣5,♥K,♠8,♠Q | Pair
♦K,♣5,♥K,♠8,♠4 | Pair
♦K,♣5,♥K,♥4,♠Q | Pair
♦K,♣5,♥K,♥4,♠4 | Two Pairs
♦K,♣5,♥K,♠Q,♠4 | Pair
♦K,♣5,♠8,♥4,♠4 | Pair
♦K,♣5,♥4,♠Q,♠4 | Pair
♦K,♥6,♥10,♣4,♥K | Pair
♦K,♥6,♥10,♣4,♥4 | Pair
♦K,♥6,♥10,♣4,♠4 | Pair
♦K,♥6,♥10,♥2,♥K | Pair
♦K,♥6,♥10,♥K,♠8 | Pair
♦K,♥6,♥10,♥K,♥4 | Pair
♦K,♥6,♥10,♥K,♠Q | Pair
♦K,♥6,♥10,♥K,♠4 | Pair
♦K,♥6,♥10,♥4,♠4 | Pair
♦K,♥6,♣4,♥2,♥K | Pair
♦K,♥6,♣4,♥2,♥4 | Pair
♦K,♥6,♣4,♥2,♠4 | Pair
♦K,♥6,♣4,♥K,♠8 | Pair
♦K,♥6,♣4,♥K,♥4 | Two Pairs
♦K,♥6,♣4,♥K,♠Q | Pair
♦K,♥6,♣4,♥K,♠4 | Two Pairs
♦K,♥6,♣4,♠8,♥4 | Pair
♦K,♥6,♣4,♠8,♠4 | Pair
♦K,♥6,♣4,♥4,♠Q | Pair
♦K,♥6,♣4,♥4,♠4 | Three Of A Kind
♦K,♥6,♣4,♠Q,♠4 | Pair
♦K,♥6,♥2,♥K,♠8 | Pair
♦K,♥6,♥2,♥K,♥4 | Pair
♦K,♥6,♥2,♥K,♠Q | Pair
♦K,♥6,♥2,♥K,♠4 | Pair
♦K,♥6,♥2,♥4,♠4 | Pair
♦K,♥6,♥K,♠8,♥4 | Pair
♦K,♥6,♥K,♠8,♠Q | Pair
♦K,♥6,♥K,♠8,♠4 | Pair
♦K,♥6,♥K,♥4,♠Q | Pair
♦K,♥6,♥K,♥4,♠4 | Two Pairs
♦K,♥6,♥K,♠Q,♠4 | Pair
♦K,♥6,♠8,♥4,♠4 | Pair
♦K,♥6,♥4,♠Q,♠4 | Pair
♦K,♥10,♣4,♥2,♥K | Pair
♦K,♥10,♣4,♥2,♥4 | Pair
♦K,♥10,♣4,♥2,♠4 | Pair
♦K,♥10,♣4,♥K,♠8 | Pair
♦K,♥10,♣4,♥K,♥4 | Two Pairs
♦K,♥10,♣4,♥K,♠Q | Pair
♦K,♥10,♣4,♥K,♠4 | Two Pairs
♦K,♥10,♣4,♠8,♥4 | Pair
♦K,♥10,♣4,♠8,♠4 | Pair
♦K,♥10,♣4,♥4,♠Q | Pair
♦K,♥10,♣4,♥4,♠4 | Three Of A Kind
♦K,♥10,♣4,♠Q,♠4 | Pair
♦K,♥10,♥2,♥K,♠8 | Pair
♦K,♥10,♥2,♥K,♥4 | Pair
♦K,♥10,♥2,♥K,♠Q | Pair
♦K,♥10,♥2,♥K,♠4 | Pair
♦K,♥10,♥2,♥4,♠4 | Pair
♦K,♥10,♥K,♠8,♥4 | Pair
♦K,♥10,♥K,♠8,♠Q | Pair
♦K,♥10,♥K,♠8,♠4 | Pair
♦K,♥10,♥K,♥4,♠Q | Pair
♦K,♥10,♥K,♥4,♠4 | Two Pairs
♦K,♥10,♥K,♠Q,♠4 | Pair
♦K,♥10,♠8,♥4,♠4 | Pair
♦K,♥10,♥4,♠Q,♠4 | Pair
♦K,♣4,♥2,♥K,♠8 | Pair
♦K,♣4,♥2,♥K,♥4 | Two Pairs
♦K,♣4,♥2,♥K,♠Q | Pair
♦K,♣4,♥2,♥K,♠4 | Two Pairs
♦K,♣4,♥2,♠8,♥4 | Pair
♦K,♣4,♥2,♠8,♠4 | Pair
♦K,♣4,♥2,♥4,♠Q | Pair
♦K,♣4,♥2,♥4,♠4 | Three Of A Kind
♦K,♣4,♥2,♠Q,♠4 | Pair
♦K,♣4,♥K,♠8,♥4 | Two Pairs
♦K,♣4,♥K,♠8,♠Q | Pair
♦K,♣4,♥K,♠8,♠4 | Two Pairs
♦K,♣4,♥K,♥4,♠Q | Two Pairs
♦K,♣4,♥K,♥4,♠4 | Full House
♦K,♣4,♥K,♠Q,♠4 | Two Pairs
♦K,♣4,♠8,♥4,♠Q | Pair
♦K,♣4,♠8,♥4,♠4 | Three Of A Kind
♦K,♣4,♠8,♠Q,♠4 | Pair
♦K,♣4,♥4,♠Q,♠4 | Three Of A Kind
♦K,♥2,♥K,♠8,♥4 | Pair
♦K,♥2,♥K,♠8,♠Q | Pair
♦K,♥2,♥K,♠8,♠4 | Pair
♦K,♥2,♥K,♥4,♠Q | Pair
♦K,♥2,♥K,♥4,♠4 | Two Pairs
♦K,♥2,♥K,♠Q,♠4 | Pair
♦K,♥2,♠8,♥4,♠4 | Pair
♦K,♥2,♥4,♠Q,♠4 | Pair
♦K,♥K,♠8,♥4,♠Q | Pair
♦K,♥K,♠8,♥4,♠4 | Two Pairs
♦K,♥K,♠8,♠Q,♠4 | Pair
♦K,♥K,♥4,♠Q,♠4 | Two Pairs
♦K,♠8,♥4,♠Q,♠4 | Pair
♣5,♥6,♥10,♣4,♥4 | Pair
♣5,♥6,♥10,♣4,♠4 | Pair
♣5,♥6,♥10,♥4,♠4 | Pair
♣5,♥6,♣4,♥2,♥4 | Pair
♣5,♥6,♣4,♥2,♠4 | Pair
♣5,♥6,♣4,♥K,♥4 | Pair
♣5,♥6,♣4,♥K,♠4 | Pair
♣5,♥6,♣4,♠8,♥4 | Pair
♣5,♥6,♣4,♠8,♠4 | Pair
♣5,♥6,♣4,♥4,♠Q | Pair
♣5,♥6,♣4,♥4,♠4 | Three Of A Kind
♣5,♥6,♣4,♠Q,♠4 | Pair
♣5,♥6,♥2,♥4,♠4 | Pair
♣5,♥6,♥K,♥4,♠4 | Pair
♣5,♥6,♠8,♥4,♠4 | Pair
♣5,♥6,♥4,♠Q,♠4 | Pair
♣5,♥10,♣4,♥2,♥4 | Pair
♣5,♥10,♣4,♥2,♠4 | Pair
♣5,♥10,♣4,♥K,♥4 | Pair
♣5,♥10,♣4,♥K,♠4 | Pair
♣5,♥10,♣4,♠8,♥4 | Pair
♣5,♥10,♣4,♠8,♠4 | Pair
♣5,♥10,♣4,♥4,♠Q | Pair
♣5,♥10,♣4,♥4,♠4 | Three Of A Kind
♣5,♥10,♣4,♠Q,♠4 | Pair
♣5,♥10,♥2,♥4,♠4 | Pair
♣5,♥10,♥K,♥4,♠4 | Pair
♣5,♥10,♠8,♥4,♠4 | Pair
♣5,♥10,♥4,♠Q,♠4 | Pair
♣5,♣4,♥2,♥K,♥4 | Pair
♣5,♣4,♥2,♥K,♠4 | Pair
♣5,♣4,♥2,♠8,♥4 | Pair
♣5,♣4,♥2,♠8,♠4 | Pair
♣5,♣4,♥2,♥4,♠Q | Pair
♣5,♣4,♥2,♥4,♠4 | Three Of A Kind
♣5,♣4,♥2,♠Q,♠4 | Pair
♣5,♣4,♥K,♠8,♥4 | Pair
♣5,♣4,♥K,♠8,♠4 | Pair
♣5,♣4,♥K,♥4,♠Q | Pair
♣5,♣4,♥K,♥4,♠4 | Three Of A Kind
♣5,♣4,♥K,♠Q,♠4 | Pair
♣5,♣4,♠8,♥4,♠Q | Pair
♣5,♣4,♠8,♥4,♠4 | Three Of A Kind
♣5,♣4,♠8,♠Q,♠4 | Pair
♣5,♣4,♥4,♠Q,♠4 | Three Of A Kind
♣5,♥2,♥K,♥4,♠4 | Pair
♣5,♥2,♠8,♥4,♠4 | Pair
♣5,♥2,♥4,♠Q,♠4 | Pair
♣5,♥K,♠8,♥4,♠4 | Pair
♣5,♥K,♥4,♠Q,♠4 | Pair
♣5,♠8,♥4,♠Q,♠4 | Pair
♥6,♥10,♣4,♥2,♥4 | Pair
♥6,♥10,♣4,♥2,♠4 | Pair
♥6,♥10,♣4,♥K,♥4 | Pair
♥6,♥10,♣4,♥K,♠4 | Pair
♥6,♥10,♣4,♠8,♥4 | Pair
♥6,♥10,♣4,♠8,♠4 | Pair
♥6,♥10,♣4,♥4,♠Q | Pair
